Rank: 0 World size: 1 ZeRO stage: 0
GPU detected — training on GPU.
+-----------------------+----------------------------------------------------+
| Parameter             | Value                                              |
+-----------------------+----------------------------------------------------+
| train data pattern    | data/.tinyshakespeare/tiny_shakespeare_train.bin   |
| val data pattern      | data/.tinyshakespeare/tiny_shakespeare_val.bin     |
| output log dir        | NULL                                               |
| checkpoint_every      | 0                                                  |
| resume                | 0                                                  |
| micro batch size B    | 16                                                 |
| sequence length T     | 1024                                               |
| total batch size      | 524288                                             |
| LR scheduler          | cosine                                             |
| learning rate (LR)    | 0.0006                                             |
| warmup iterations     | 15                                                 |
| final LR fraction     | 0.0                                                |
| weight decay          | 0.1                                                |
| max_steps             | 150                                                |
| val_loss_every        | 25                                                 |
| val_max_steps         | 20                                                 |
| sample_every          | 0                                                  |
| genT                  | 64                                                 |
| overfit_single_batch  | 0                                                  |
+-----------------------+----------------------------------------------------+
Model Summary:
--------------------------------
Model Name: GPT-2
Model Magic Number: 20240520
Model Config:
--------------------------------
Max Sequence Length: 1024
Vocab Size: 50257
Number of Layers: 12
Number of Heads: 12
Number of Channels: 768
Padded Vocab Size: 50304
--------------------------------
Number of Parameters: 124475904
--------------------------------
Number of Activations: 0
--------------------------------
Number of Gradients: 124475904
--------------------------------
+-----------------------+----------------------------------------------------+
| weight init method    | d12                                                |
| max_sequence_length T | 1024                                               |
| vocab_size V          | 50257                                              |
| padded_vocab_size Vp  | 50304                                              |
| num_layers L          | 12                                                 |
| num_heads NH          | 12                                                 |
| channels C            | 768                                                |
| num_parameters        | 124475904                                          |
+-----------------------+----------------------------------------------------+
Loaded train tokens from data/.tinyshakespeare/tiny_shakespeare_train.bin
Number of tokens: 305260
Loaded val tokens from data/.tinyshakespeare/tiny_shakespeare_val.bin
Number of tokens: 32768
Loaded tokenizer from gpt2_tokenizer.bin
batch_size B=16 * seq_len T=1024 * num_processes=1 and total_batch_size=524288
=> setting grad_accum_steps=32
+-----------------------+----------------------------------------------------+
| train_num_batches     | 150                                                |
| val_num_batches       | 2                                                  |
| num_processes         | 1                                                  |
| zero_stage            | 0                                                  |
+-----------------------+----------------------------------------------------+
Number of Activations: 6590349312
Number of Activation Gradients: 2746269696
val loss 11.007517
step 1/150 | loss 10.990254 (nanz)| norm 21.4872 (nanz)| lr 4.0000003e-05 | 6596.75 ms | n/a fp32 MFU | 79477 tok/s
step 2/150 | loss 9.872667 (nanz)| norm 9.1828 (nanz)| lr 8.0000005e-05 | 6623.37 ms | n/a fp32 MFU | 79157 tok/s
step 3/150 | loss 9.444539 (nanz)| norm 4.8804 (nanz)| lr 0.000120000004 | 6628.19 ms | n/a fp32 MFU | 79128 tok/s
step 4/150 | loss 9.550882 (nanz)| norm 7.1606 (nanz)| lr 0.00016000001 | 6657.71 ms | n/a fp32 MFU | 78995 tok/s
step 5/150 | loss 9.082799 (nanz)| norm 3.1869 (nanz)| lr 0.0002 | 6689.58 ms | n/a fp32 MFU | 78828 tok/s
step 6/150 | loss 8.950129 (nanz)| norm 5.2861 (nanz)| lr 0.00024000001 | 6692.60 ms | n/a fp32 MFU | 78719 tok/s
step 7/150 | loss 8.616422 (nanz)| norm 2.8287 (nanz)| lr 0.00028 | 6719.83 ms | n/a fp32 MFU | 78588 tok/s
step 8/150 | loss 8.391621 (nanz)| norm 9.7525 (nanz)| lr 0.00032000002 | 6763.12 ms | n/a fp32 MFU | 78411 tok/s
step 9/150 | loss 8.079406 (nanz)| norm 2.5547 (nanz)| lr 0.00036 | 6770.66 ms | n/a fp32 MFU | 78266 tok/s
step 10/150 | loss 7.766167 (nanz)| norm 1.9034 (nanz)| lr 0.0004 | 6789.71 ms | n/a fp32 MFU | 78124 tok/s
step 11/150 | loss 7.449318 (nanz)| norm 1.5834 (nanz)| lr 0.00044000003 | 6816.66 ms | n/a fp32 MFU | 77973 tok/s
step 12/150 | loss 7.140602 (nanz)| norm 1.4044 (nanz)| lr 0.00048000002 | 6830.09 ms | n/a fp32 MFU | 77833 tok/s
step 13/150 | loss 6.968087 (nanz)| norm 6.7258 (nanz)| lr 0.00052 | 6849.01 ms | n/a fp32 MFU | 77693 tok/s
step 14/150 | loss 6.734767 (nanz)| norm 2.0094 (nanz)| lr 0.00056 | 6852.27 ms | n/a fp32 MFU | 77572 tok/s
step 15/150 | loss 6.485570 (nanz)| norm 1.5041 (nanz)| lr 0.0006 | 6868.34 ms | n/a fp32 MFU | 77451 tok/s
step 16/150 | loss 6.320509 (nanz)| norm 1.4911 (nanz)| lr 0.0006 | 6880.72 ms | n/a fp32 MFU | 77334 tok/s
step 17/150 | loss 6.207074 (nanz)| norm 1.2629 (nanz)| lr 0.00059991877 | 6881.58 ms | n/a fp32 MFU | 77232 tok/s
