Rank: 0 World size: 1 ZeRO stage: 0
GPU detected — training on GPU.
+-----------------------+----------------------------------------------------+
| Parameter             | Value                                              |
+-----------------------+----------------------------------------------------+
| train data pattern    | data/.fineweb10B/fineweb_train_*.bin               |
| val data pattern      | data/.fineweb10B/fineweb_val_000000.bin            |
| output log dir        | NULL                                               |
| checkpoint_every      | 0                                                  |
| resume                | 0                                                  |
| micro batch size B    | 16                                                 |
| sequence length T     | 1024                                               |
| total batch size      | 524288                                             |
| LR scheduler          | cosine                                             |
| learning rate (LR)    | 0.0006                                             |
| warmup iterations     | 15                                                 |
| final LR fraction     | 0.0                                                |
| weight decay          | 0.1                                                |
| max_steps             | 150                                                |
| val_loss_every        | 25                                                 |
| val_max_steps         | 20                                                 |
| sample_every          | 0                                                  |
| genT                  | 64                                                 |
| overfit_single_batch  | 0                                                  |
+-----------------------+----------------------------------------------------+
Model Summary:
--------------------------------
Model Name: GPT-2
Model Magic Number: 20240520
Model Config:
--------------------------------
Max Sequence Length: 1024
Vocab Size: 50257
Number of Layers: 12
Number of Heads: 12
Number of Channels: 768
Padded Vocab Size: 50304
--------------------------------
Number of Parameters: 124475904
--------------------------------
Number of Activations: 0
--------------------------------
Number of Gradients: 124475904
--------------------------------
+-----------------------+----------------------------------------------------+
| weight init method    | d12                                                |
| max_sequence_length T | 1024                                               |
| vocab_size V          | 50257                                              |
| padded_vocab_size Vp  | 50304                                              |
| num_layers L          | 12                                                 |
| num_heads NH          | 12                                                 |
| channels C            | 768                                                |
| num_parameters        | 124475904                                          |
+-----------------------+----------------------------------------------------+
Loaded train tokens from data/.fineweb10B/fineweb_train_*.bin
Number of tokens: 7800000000
Loaded val tokens from data/.fineweb10B/fineweb_val_000000.bin
Number of tokens: 100000000
Loaded tokenizer from gpt2_tokenizer.bin
batch_size B=16 * seq_len T=1024 * num_processes=1 and total_batch_size=524288
=> setting grad_accum_steps=32
+-----------------------+----------------------------------------------------+
| train_num_batches     | 150                                                |
| val_num_batches       | 20                                                 |
| num_processes         | 1                                                  |
| zero_stage            | 0                                                  |
+-----------------------+----------------------------------------------------+
Number of Activations: 6590349312
Number of Activation Gradients: 2746269696
val loss 11.008389
step 1/150 | loss 11.008743 (nanz)| norm 15.7121 (nanz)| lr 4.0000003e-05 | 6807.25 ms | n/a fp32 MFU | 77019 tok/s
step 2/150 | loss 10.231068 (nanz)| norm 6.6793 (nanz)| lr 8.0000005e-05 | 6711.43 ms | n/a fp32 MFU | 78119 tok/s
step 3/150 | loss 9.865333 (nanz)| norm 3.4552 (nanz)| lr 0.000120000004 | 6729.15 ms | n/a fp32 MFU | 78013 tok/s
step 4/150 | loss 9.665258 (nanz)| norm 2.3936 (nanz)| lr 0.00016000001 | 6777.83 ms | n/a fp32 MFU | 77782 tok/s
step 5/150 | loss 9.535627 (nanz)| norm 2.0265 (nanz)| lr 0.0002 | 6812.07 ms | n/a fp32 MFU | 77562 tok/s
step 6/150 | loss 9.378389 (nanz)| norm 1.9498 (nanz)| lr 0.00024000001 | 6821.92 ms | n/a fp32 MFU | 77405 tok/s
step 7/150 | loss 9.201518 (nanz)| norm 1.8622 (nanz)| lr 0.00028 | 6831.34 ms | n/a fp32 MFU | 77281 tok/s
step 8/150 | loss 8.948008 (nanz)| norm 1.7524 (nanz)| lr 0.00032000002 | 6853.66 ms | n/a fp32 MFU | 77151 tok/s
step 9/150 | loss 8.784971 (nanz)| norm 1.5375 (nanz)| lr 0.00036 | 6863.51 ms | n/a fp32 MFU | 77038 tok/s
step 10/150 | loss 8.582237 (nanz)| norm 3.0093 (nanz)| lr 0.0004 | 6877.77 ms | n/a fp32 MFU | 76928 tok/s
step 11/150 | loss 8.380383 (nanz)| norm 1.3535 (nanz)| lr 0.00044000003 | 6882.25 ms | n/a fp32 MFU | 76835 tok/s
step 12/150 | loss 8.200304 (nanz)| norm 1.2304 (nanz)| lr 0.00048000002 | 6890.44 ms | n/a fp32 MFU | 76749 tok/s
step 13/150 | loss 7.968425 (nanz)| norm 1.0743 (nanz)| lr 0.00052 | 6902.18 ms | n/a fp32 MFU | 76663 tok/s
step 14/150 | loss 7.849924 (nanz)| norm 6.5879 (nanz)| lr 0.00056 | 6941.42 ms | n/a fp32 MFU | 76546 tok/s
step 15/150 | loss 7.798649 (nanz)| norm 2.1713 (nanz)| lr 0.0006 | 6928.22 ms | n/a fp32 MFU | 76461 tok/s
step 16/150 | loss 7.694205 (nanz)| norm 0.9938 (nanz)| lr 0.0006 | 6925.31 ms | n/a fp32 MFU | 76391 tok/s
step 17/150 | loss 7.696270 (nanz)| norm 2.3526 (nanz)| lr 0.00059991877 | 6931.92 ms | n/a fp32 MFU | 76323 tok/s
step 18/150 | loss 7.733566 (nanz)| norm 1.0721 (nanz)| lr 0.0005996752 | 6937.55 ms | n/a fp32 MFU | 76259 tok/s
step 19/150 | loss 7.719430 (nanz)| norm 1.0476 (nanz)| lr 0.00059926923 | 6945.77 ms | n/a fp32 MFU | 76194 tok/s
step 20/150 | loss 7.628305 (nanz)| norm 0.9202 (nanz)| lr 0.00059870124 | 6957.63 ms | n/a fp32 MFU | 76127 tok/s
step 21/150 | loss 7.686787 (nanz)| norm 1.8152 (nanz)| lr 0.00059797155 | 6971.99 ms | n/a fp32 MFU | 76055 tok/s
step 22/150 | loss 7.610510 (nanz)| norm 0.9642 (nanz)| lr 0.00059708045 | 6969.60 ms | n/a fp32 MFU | 75992 tok/s
step 23/150 | loss 7.543826 (nanz)| norm 1.1319 (nanz)| lr 0.0005960285 | 6971.83 ms | n/a fp32 MFU | 75933 tok/s
