Rank: 0 World size: 1 ZeRO stage: 0
GPU detected — training on GPU.
+-----------------------+----------------------------------------------------+
| Parameter             | Value                                              |
+-----------------------+----------------------------------------------------+
| train data pattern    | data/.fineweb10B/fineweb_train_*.bin               |
| val data pattern      | data/.fineweb10B/fineweb_val_000000.bin            |
| output log dir        | NULL                                               |
| checkpoint_every      | 0                                                  |
| resume                | 0                                                  |
| micro batch size B    | 16                                                 |
| sequence length T     | 1024                                               |
| total batch size      | 524288                                             |
| LR scheduler          | cosine                                             |
| learning rate (LR)    | 0.0018                                             |
| warmup iterations     | 40                                                 |
| final LR fraction     | 0.0                                                |
| weight decay          | 0.1                                                |
| max_steps             | 150                                                |
| val_loss_every        | 25                                                 |
| val_max_steps         | 20                                                 |
| sample_every          | 0                                                  |
| genT                  | 64                                                 |
| overfit_single_batch  | 0                                                  |
+-----------------------+----------------------------------------------------+
Model Summary:
--------------------------------
Model Name: GPT-2
Model Magic Number: 20240520
Model Config:
--------------------------------
Max Sequence Length: 1024
Vocab Size: 50257
Number of Layers: 12
Number of Heads: 12
Number of Channels: 768
Padded Vocab Size: 50304
--------------------------------
Number of Parameters: 124475904
--------------------------------
Number of Activations: 0
--------------------------------
Number of Gradients: 124475904
--------------------------------
+-----------------------+----------------------------------------------------+
| weight init method    | d12                                                |
| max_sequence_length T | 1024                                               |
| vocab_size V          | 50257                                              |
| padded_vocab_size Vp  | 50304                                              |
| num_layers L          | 12                                                 |
| num_heads NH          | 12                                                 |
| channels C            | 768                                                |
| num_parameters        | 124475904                                          |
+-----------------------+----------------------------------------------------+
Loaded train tokens from data/.fineweb10B/fineweb_train_*.bin
Number of tokens: 7800000000
Loaded val tokens from data/.fineweb10B/fineweb_val_000000.bin
Number of tokens: 100000000
Loaded tokenizer from gpt2_tokenizer.bin
batch_size B=16 * seq_len T=1024 * num_processes=1 and total_batch_size=524288
=> setting grad_accum_steps=32
+-----------------------+----------------------------------------------------+
| train_num_batches     | 150                                                |
| val_num_batches       | 20                                                 |
| num_processes         | 1                                                  |
| zero_stage            | 0                                                  |
+-----------------------+----------------------------------------------------+
Number of Activations: 6590349312
Number of Activation Gradients: 2746269696
val loss 11.008389
step 1/150 | loss 11.008743 (nanz)| norm 15.7121 (nanz)| lr 4.5e-05 | 6971.78 ms | n/a fp32 MFU | 75201 tok/s
step 2/150 | loss 10.216873 (nanz)| norm 6.5435 (nanz)| lr 9e-05 | 6793.08 ms | n/a fp32 MFU | 77180 tok/s
step 3/150 | loss 9.855741 (nanz)| norm 3.2696 (nanz)| lr 0.00013500001 | 6820.05 ms | n/a fp32 MFU | 77023 tok/s
step 4/150 | loss 9.649742 (nanz)| norm 2.3094 (nanz)| lr 0.00018 | 6862.44 ms | n/a fp32 MFU | 76805 tok/s
step 5/150 | loss 9.509871 (nanz)| norm 1.9985 (nanz)| lr 0.000225 | 6892.48 ms | n/a fp32 MFU | 76606 tok/s
step 6/150 | loss 9.336651 (nanz)| norm 1.9261 (nanz)| lr 0.00027000002 | 6885.19 ms | n/a fp32 MFU | 76504 tok/s
step 7/150 | loss 9.141713 (nanz)| norm 1.8240 (nanz)| lr 0.000315 | 6903.29 ms | n/a fp32 MFU | 76399 tok/s
step 8/150 | loss 8.869203 (nanz)| norm 1.7034 (nanz)| lr 0.00036 | 6912.85 ms | n/a fp32 MFU | 76307 tok/s
step 9/150 | loss 8.690329 (nanz)| norm 1.4666 (nanz)| lr 0.000405 | 6926.01 ms | n/a fp32 MFU | 76217 tok/s
step 10/150 | loss 8.488240 (nanz)| norm 3.2498 (nanz)| lr 0.00045 | 6939.53 ms | n/a fp32 MFU | 76127 tok/s
step 11/150 | loss 8.276733 (nanz)| norm 1.2581 (nanz)| lr 0.000495 | 6935.40 ms | n/a fp32 MFU | 76060 tok/s
step 12/150 | loss 8.105606 (nanz)| norm 1.1490 (nanz)| lr 0.00054000004 | 6944.30 ms | n/a fp32 MFU | 75995 tok/s
step 13/150 | loss 7.887187 (nanz)| norm 0.9546 (nanz)| lr 0.000585 | 6958.63 ms | n/a fp32 MFU | 75924 tok/s
step 14/150 | loss 7.830671 (nanz)| norm 10.6193 (nanz)| lr 0.00063 | 6991.36 ms | n/a fp32 MFU | 75829 tok/s
step 15/150 | loss 7.774096 (nanz)| norm 2.4916 (nanz)| lr 0.00067499996 | 6970.99 ms | n/a fp32 MFU | 75768 tok/s
step 16/150 | loss 7.704970 (nanz)| norm 1.2719 (nanz)| lr 0.00072 | 6964.71 ms | n/a fp32 MFU | 75722 tok/s
step 17/150 | loss 7.681894 (nanz)| norm 1.1047 (nanz)| lr 0.000765 | 6978.41 ms | n/a fp32 MFU | 75670 tok/s
step 18/150 | loss 7.736942 (nanz)| norm 0.9410 (nanz)| lr 0.00081 | 6987.04 ms | n/a fp32 MFU | 75615 tok/s
step 19/150 | loss 7.705483 (nanz)| norm 0.7059 (nanz)| lr 0.00085499993 | 6999.04 ms | n/a fp32 MFU | 75557 tok/s
step 20/150 | loss 7.692928 (nanz)| norm 2.1617 (nanz)| lr 0.0009 | 7008.60 ms | n/a fp32 MFU | 75496 tok/s
step 21/150 | loss 7.672391 (nanz)| norm 1.1301 (nanz)| lr 0.000945 | 7006.29 ms | n/a fp32 MFU | 75445 tok/s
step 22/150 | loss 7.628036 (nanz)| norm 1.0920 (nanz)| lr 0.00099 | 7008.81 ms | n/a fp32 MFU | 75396 tok/s
step 23/150 | loss 7.534071 (nanz)| norm 0.9405 (nanz)| lr 0.001035 | 7016.62 ms | n/a fp32 MFU | 75346 tok/s
step 24/150 | loss 7.547297 (nanz)| norm 0.9053 (nanz)| lr 0.0010800001 | 7012.09 ms | n/a fp32 MFU | 75304 tok/s
step 25/150 | loss 7.471575 (nanz)| norm 1.4202 (nanz)| lr 0.001125 | 7021.86 ms | n/a fp32 MFU | 75259 tok/s
val loss 7.5921297
step 26/150 | loss 7.527236 (nanz)| norm 1.1871 (nanz)| lr 0.00117 | 7037.50 ms | n/a fp32 MFU | 75207 tok/s
step 27/150 | loss 7.455785 (nanz)| norm 0.6961 (nanz)| lr 0.0012149999 | 7035.58 ms | n/a fp32 MFU | 75160 tok/s
step 28/150 | loss 7.433235 (nanz)| norm 0.6540 (nanz)| lr 0.00126 | 7038.73 ms | n/a fp32 MFU | 75115 tok/s
step 29/150 | loss 7.442756 (nanz)| norm 0.6518 (nanz)| lr 0.001305 | 7047.06 ms | n/a fp32 MFU | 75068 tok/s
step 30/150 | loss 7.408717 (nanz)| norm 0.4374 (nanz)| lr 0.0013499999 | 7029.91 ms | n/a fp32 MFU | 75036 tok/s
step 31/150 | loss 7.371145 (nanz)| norm 0.5130 (nanz)| lr 0.0013949999 | 7029.88 ms | n/a fp32 MFU | 75007 tok/s
step 32/150 | loss 7.305338 (nanz)| norm 0.5316 (nanz)| lr 0.00144 | 7032.32 ms | n/a fp32 MFU | 74979 tok/s
step 33/150 | loss 7.260395 (nanz)| norm 0.4418 (nanz)| lr 0.001485 | 7037.61 ms | n/a fp32 MFU | 74949 tok/s
step 34/150 | loss 7.251900 (nanz)| norm 0.8019 (nanz)| lr 0.00153 | 7042.39 ms | n/a fp32 MFU | 74918 tok/s
step 35/150 | loss 7.280642 (nanz)| norm 0.3664 (nanz)| lr 0.001575 | 7045.59 ms | n/a fp32 MFU | 74888 tok/s
step 36/150 | loss 7.214783 (nanz)| norm 0.6499 (nanz)| lr 0.00162 | 7048.59 ms | n/a fp32 MFU | 74857 tok/s
step 37/150 | loss 7.185114 (nanz)| norm 0.6798 (nanz)| lr 0.0016650001 | 7041.81 ms | n/a fp32 MFU | 74833 tok/s
step 38/150 | loss 7.168327 (nanz)| norm 0.5871 (nanz)| lr 0.0017099999 | 7050.14 ms | n/a fp32 MFU | 74806 tok/s
step 39/150 | loss 7.196505 (nanz)| norm 0.7143 (nanz)| lr 0.0017549999 | 7050.11 ms | n/a fp32 MFU | 74780 tok/s
step 40/150 | loss 7.185179 (nanz)| norm 0.8789 (nanz)| lr 0.0018 | 7048.33 ms | n/a fp32 MFU | 74757 tok/s
step 41/150 | loss 7.109582 (nanz)| norm 0.7729 (nanz)| lr 0.0018 | 7054.22 ms | n/a fp32 MFU | 74732 tok/s
step 42/150 | loss 7.094618 (nanz)| norm 0.4741 (nanz)| lr 0.0017996329 | 7057.01 ms | n/a fp32 MFU | 74707 tok/s
step 43/150 | loss 7.133002 (nanz)| norm 0.5769 (nanz)| lr 0.0017985322 | 7060.78 ms | n/a fp32 MFU | 74682 tok/s
step 44/150 | loss 7.053451 (nanz)| norm 0.4720 (nanz)| lr 0.0017966985 | 7059.82 ms | n/a fp32 MFU | 74658 tok/s
step 45/150 | loss 6.985944 (nanz)| norm 0.4312 (nanz)| lr 0.0017941336 | 7059.17 ms | n/a fp32 MFU | 74637 tok/s
step 46/150 | loss 7.004590 (nanz)| norm 0.5894 (nanz)| lr 0.0017908393 | 7064.47 ms | n/a fp32 MFU | 74613 tok/s
step 47/150 | loss 7.024096 (nanz)| norm 0.6239 (nanz)| lr 0.0017868184 | 7064.75 ms | n/a fp32 MFU | 74591 tok/s
step 48/150 | loss 6.980200 (nanz)| norm 0.5631 (nanz)| lr 0.0017820742 | 7064.85 ms | n/a fp32 MFU | 74570 tok/s
step 49/150 | loss 6.957675 (nanz)| norm 0.5103 (nanz)| lr 0.0017766107 | 7062.80 ms | n/a fp32 MFU | 74552 tok/s
step 50/150 | loss 6.910575 (nanz)| norm 0.4642 (nanz)| lr 0.0017704321 | 7062.21 ms | n/a fp32 MFU | 74535 tok/s
val loss 7.003213
step 51/150 | loss 6.848458 (nanz)| norm 0.3939 (nanz)| lr 0.0017635436 | 7061.24 ms | n/a fp32 MFU | 74519 tok/s
step 52/150 | loss 6.891515 (nanz)| norm 0.4716 (nanz)| lr 0.0017559509 | 7060.24 ms | n/a fp32 MFU | 74505 tok/s
