Rank: 0 World size: 1 ZeRO stage: 0
GPU detected — training on GPU.
+-----------------------+----------------------------------------------------+
| Parameter             | Value                                              |
+-----------------------+----------------------------------------------------+
| train data pattern    | data/.fineweb10B/fineweb_train_*.bin               |
| val data pattern      | data/.fineweb10B/fineweb_val_000000.bin            |
| output log dir        | NULL                                               |
| checkpoint_every      | 0                                                  |
| resume                | 0                                                  |
| micro batch size B    | 16                                                 |
| sequence length T     | 1024                                               |
| total batch size      | 524288                                             |
| LR scheduler          | cosine                                             |
| learning rate (LR)    | 0.0022                                             |
| warmup iterations     | 50                                                 |
| final LR fraction     | 0.0                                                |
| weight decay          | 0.1                                                |
| max_steps             | 150                                                |
| val_loss_every        | 25                                                 |
| val_max_steps         | 20                                                 |
| sample_every          | 0                                                  |
| genT                  | 64                                                 |
| overfit_single_batch  | 0                                                  |
+-----------------------+----------------------------------------------------+
Model Summary:
--------------------------------
Model Name: GPT-2
Model Magic Number: 20240520
Model Config:
--------------------------------
Max Sequence Length: 1024
Vocab Size: 50257
Number of Layers: 12
Number of Heads: 12
Number of Channels: 768
Padded Vocab Size: 50304
--------------------------------
Number of Parameters: 124475904
--------------------------------
Number of Activations: 0
--------------------------------
Number of Gradients: 124475904
--------------------------------
+-----------------------+----------------------------------------------------+
| weight init method    | d12                                                |
| max_sequence_length T | 1024                                               |
| vocab_size V          | 50257                                              |
| padded_vocab_size Vp  | 50304                                              |
| num_layers L          | 12                                                 |
| num_heads NH          | 12                                                 |
| channels C            | 768                                                |
| num_parameters        | 124475904                                          |
+-----------------------+----------------------------------------------------+
Loaded train tokens from data/.fineweb10B/fineweb_train_*.bin
Number of tokens: 10251184259
Loaded val tokens from data/.fineweb10B/fineweb_val_000000.bin
Number of tokens: 100000000
Loaded tokenizer from gpt2_tokenizer.bin
batch_size B=16 * seq_len T=1024 * num_processes=1 and total_batch_size=524288
=> setting grad_accum_steps=32
+-----------------------+----------------------------------------------------+
| train_num_batches     | 150                                                |
| val_num_batches       | 20                                                 |
| num_processes         | 1                                                  |
| zero_stage            | 0                                                  |
+-----------------------+----------------------------------------------------+
Number of Activations: 6590349312
Number of Activation Gradients: 2746269696
val loss 11.008389
step 1/150 | loss 11.008743 (nanz)| norm 15.7121 (nanz)| lr 4.4e-05 | 6655.00 ms | n/a fp32 MFU | 78781 tok/s
step 2/150 | loss 10.219490 (nanz)| norm 6.5691 (nanz)| lr 8.8e-05 | 6679.08 ms | n/a fp32 MFU | 78497 tok/s
step 3/150 | loss 9.857566 (nanz)| norm 3.3048 (nanz)| lr 0.000132 | 6706.14 ms | n/a fp32 MFU | 78335 tok/s
step 4/150 | loss 9.652784 (nanz)| norm 2.3240 (nanz)| lr 0.000176 | 6662.08 ms | n/a fp32 MFU | 78462 tok/s
step 5/150 | loss 9.515159 (nanz)| norm 2.0041 (nanz)| lr 0.00022 | 6679.17 ms | n/a fp32 MFU | 78471 tok/s
step 6/150 | loss 9.345052 (nanz)| norm 1.9308 (nanz)| lr 0.000264 | 6698.20 ms | n/a fp32 MFU | 78427 tok/s
step 7/150 | loss 9.153668 (nanz)| norm 1.8316 (nanz)| lr 0.000308 | 6712.28 ms | n/a fp32 MFU | 78367 tok/s
step 8/150 | loss 8.884831 (nanz)| norm 1.7133 (nanz)| lr 0.000352 | 6725.00 ms | n/a fp32 MFU | 78300 tok/s
step 9/150 | loss 8.708914 (nanz)| norm 1.4805 (nanz)| lr 0.000396 | 6745.87 ms | n/a fp32 MFU | 78214 tok/s
step 10/150 | loss 8.506104 (nanz)| norm 3.1945 (nanz)| lr 0.00044 | 6757.95 ms | n/a fp32 MFU | 78128 tok/s
step 11/150 | loss 8.296541 (nanz)| norm 1.2760 (nanz)| lr 0.000484 | 6761.21 ms | n/a fp32 MFU | 78055 tok/s
step 12/150 | loss 8.123188 (nanz)| norm 1.1635 (nanz)| lr 0.000528 | 6759.00 ms | n/a fp32 MFU | 77999 tok/s
step 13/150 | loss 7.901651 (nanz)| norm 0.9769 (nanz)| lr 0.000572 | 6768.79 ms | n/a fp32 MFU | 77940 tok/s
step 14/150 | loss 7.840105 (nanz)| norm 10.4918 (nanz)| lr 0.000616 | 6783.83 ms | n/a fp32 MFU | 77873 tok/s
step 15/150 | loss 7.778852 (nanz)| norm 2.4738 (nanz)| lr 0.00066 | 6777.67 ms | n/a fp32 MFU | 77822 tok/s
step 16/150 | loss 7.702525 (nanz)| norm 1.2500 (nanz)| lr 0.000704 | 6781.48 ms | n/a fp32 MFU | 77775 tok/s
step 17/150 | loss 7.679955 (nanz)| norm 1.2167 (nanz)| lr 0.000748 | 6789.10 ms | n/a fp32 MFU | 77725 tok/s
step 18/150 | loss 7.738608 (nanz)| norm 0.9827 (nanz)| lr 0.000792 | 6797.19 ms | n/a fp32 MFU | 77675 tok/s
step 19/150 | loss 7.697170 (nanz)| norm 0.6335 (nanz)| lr 0.000836 | 6807.53 ms | n/a fp32 MFU | 77620 tok/s
step 20/150 | loss 7.658579 (nanz)| norm 1.7461 (nanz)| lr 0.00088 | 6824.89 ms | n/a fp32 MFU | 77556 tok/s
step 21/150 | loss 7.616875 (nanz)| norm 0.8345 (nanz)| lr 0.000924 | 6822.04 ms | n/a fp32 MFU | 77501 tok/s
step 22/150 | loss 7.624226 (nanz)| norm 1.0709 (nanz)| lr 0.000968 | 6823.24 ms | n/a fp32 MFU | 77451 tok/s
step 23/150 | loss 7.734643 (nanz)| norm 2.7366 (nanz)| lr 0.001012 | 6824.19 ms | n/a fp32 MFU | 77405 tok/s
step 24/150 | loss 7.667250 (nanz)| norm 1.5134 (nanz)| lr 0.001056 | 6826.54 ms | n/a fp32 MFU | 77361 tok/s
step 25/150 | loss 7.521316 (nanz)| norm 1.3004 (nanz)| lr 0.0011 | 6830.42 ms | n/a fp32 MFU | 77318 tok/s
val loss 7.644666
step 26/150 | loss 7.585726 (nanz)| norm 1.0686 (nanz)| lr 0.001144 | 6831.96 ms | n/a fp32 MFU | 77278 tok/s
step 27/150 | loss 7.513585 (nanz)| norm 0.9482 (nanz)| lr 0.001188 | 6835.13 ms | n/a fp32 MFU | 77240 tok/s
step 28/150 | loss 7.447288 (nanz)| norm 0.7191 (nanz)| lr 0.001232 | 6845.50 ms | n/a fp32 MFU | 77196 tok/s
step 29/150 | loss 7.481816 (nanz)| norm 1.2812 (nanz)| lr 0.0012759999 | 6847.30 ms | n/a fp32 MFU | 77155 tok/s
step 30/150 | loss 7.463682 (nanz)| norm 0.6686 (nanz)| lr 0.00132 | 6849.89 ms | n/a fp32 MFU | 77115 tok/s
step 31/150 | loss 7.414334 (nanz)| norm 0.6867 (nanz)| lr 0.001364 | 6853.62 ms | n/a fp32 MFU | 77076 tok/s
step 32/150 | loss 7.358744 (nanz)| norm 0.7510 (nanz)| lr 0.001408 | 6855.84 ms | n/a fp32 MFU | 77038 tok/s
step 33/150 | loss 7.295232 (nanz)| norm 0.5498 (nanz)| lr 0.001452 | 6854.89 ms | n/a fp32 MFU | 77004 tok/s
step 34/150 | loss 7.281443 (nanz)| norm 0.5960 (nanz)| lr 0.001496 | 6858.78 ms | n/a fp32 MFU | 76969 tok/s
step 35/150 | loss 7.331743 (nanz)| norm 0.7367 (nanz)| lr 0.00154 | 6859.97 ms | n/a fp32 MFU | 76936 tok/s
step 36/150 | loss 7.253658 (nanz)| norm 0.6260 (nanz)| lr 0.001584 | 6864.01 ms | n/a fp32 MFU | 76903 tok/s
