Rank: 0 World size: 1 ZeRO stage: 0
GPU detected — training on GPU.
+-----------------------+----------------------------------------------------+
| Parameter             | Value                                              |
+-----------------------+----------------------------------------------------+
| train data pattern    | data/.tinyshakespeare/tiny_shakespeare_train.bin   |
| val data pattern      | data/.tinyshakespeare/tiny_shakespeare_val.bin     |
| output log dir        | NULL                                               |
| checkpoint_every      | 0                                                  |
| resume                | 0                                                  |
| micro batch size B    | 16                                                 |
| sequence length T     | 1024                                               |
| total batch size      | 524288                                             |
| LR scheduler          | cosine                                             |
| learning rate (LR)    | 0.0014                                             |
| warmup iterations     | 30                                                 |
| final LR fraction     | 0.0                                                |
| weight decay          | 0.1                                                |
| max_steps             | 150                                                |
| val_loss_every        | 25                                                 |
| val_max_steps         | 20                                                 |
| sample_every          | 0                                                  |
| genT                  | 64                                                 |
| overfit_single_batch  | 0                                                  |
+-----------------------+----------------------------------------------------+
Model Summary:
--------------------------------
Model Name: GPT-2
Model Magic Number: 20240520
Model Config:
--------------------------------
Max Sequence Length: 1024
Vocab Size: 50257
Number of Layers: 12
Number of Heads: 12
Number of Channels: 768
Padded Vocab Size: 50304
--------------------------------
Number of Parameters: 124475904
--------------------------------
Number of Activations: 0
--------------------------------
Number of Gradients: 124475904
--------------------------------
+-----------------------+----------------------------------------------------+
| weight init method    | d12                                                |
| max_sequence_length T | 1024                                               |
| vocab_size V          | 50257                                              |
| padded_vocab_size Vp  | 50304                                              |
| num_layers L          | 12                                                 |
| num_heads NH          | 12                                                 |
| channels C            | 768                                                |
| num_parameters        | 124475904                                          |
+-----------------------+----------------------------------------------------+
Loaded train tokens from data/.tinyshakespeare/tiny_shakespeare_train.bin
Number of tokens: 305260
Loaded val tokens from data/.tinyshakespeare/tiny_shakespeare_val.bin
Number of tokens: 32768
Loaded tokenizer from gpt2_tokenizer.bin
batch_size B=16 * seq_len T=1024 * num_processes=1 and total_batch_size=524288
=> setting grad_accum_steps=32
+-----------------------+----------------------------------------------------+
| train_num_batches     | 150                                                |
| val_num_batches       | 2                                                  |
| num_processes         | 1                                                  |
| zero_stage            | 0                                                  |
+-----------------------+----------------------------------------------------+
Number of Activations: 6590349312
Number of Activation Gradients: 2746269696
val loss 11.007517
step 1/150 | loss 10.990254 (nanz)| norm 21.4872 (nanz)| lr 4.6666664e-05 | 6574.91 ms | n/a fp32 MFU | 79741 tok/s
step 2/150 | loss 9.849058 (nanz)| norm 8.8000 (nanz)| lr 9.333333e-05 | 6591.67 ms | n/a fp32 MFU | 79538 tok/s
step 3/150 | loss 9.424297 (nanz)| norm 4.1864 (nanz)| lr 0.00013999999 | 6611.17 ms | n/a fp32 MFU | 79418 tok/s
step 4/150 | loss 9.485161 (nanz)| norm 6.9613 (nanz)| lr 0.00018666666 | 6639.61 ms | n/a fp32 MFU | 79259 tok/s
step 5/150 | loss 9.013460 (nanz)| norm 2.7437 (nanz)| lr 0.00023333332 | 6658.65 ms | n/a fp32 MFU | 79118 tok/s
step 6/150 | loss 8.889220 (nanz)| norm 5.9251 (nanz)| lr 0.00027999998 | 6684.14 ms | n/a fp32 MFU | 78968 tok/s
step 7/150 | loss 8.518280 (nanz)| norm 2.8284 (nanz)| lr 0.00032666666 | 6686.84 ms | n/a fp32 MFU | 78862 tok/s
step 8/150 | loss 8.255772 (nanz)| norm 6.4562 (nanz)| lr 0.0003733333 | 6665.60 ms | n/a fp32 MFU | 78828 tok/s
step 9/150 | loss 7.915105 (nanz)| norm 2.3879 (nanz)| lr 0.00041999997 | 6675.66 ms | n/a fp32 MFU | 78784 tok/s
step 10/150 | loss 7.577367 (nanz)| norm 1.7172 (nanz)| lr 0.00046666665 | 6694.10 ms | n/a fp32 MFU | 78722 tok/s
step 11/150 | loss 7.250154 (nanz)| norm 1.7888 (nanz)| lr 0.0005133333 | 6709.69 ms | n/a fp32 MFU | 78649 tok/s
step 12/150 | loss 6.934422 (nanz)| norm 1.4411 (nanz)| lr 0.00055999996 | 6721.73 ms | n/a fp32 MFU | 78574 tok/s
step 13/150 | loss 6.689024 (nanz)| norm 1.5960 (nanz)| lr 0.0006066666 | 6723.46 ms | n/a fp32 MFU | 78509 tok/s
step 14/150 | loss 6.447033 (nanz)| norm 1.9171 (nanz)| lr 0.0006533333 | 6730.68 ms | n/a fp32 MFU | 78446 tok/s
step 15/150 | loss 6.278138 (nanz)| norm 1.2437 (nanz)| lr 0.0007 | 6730.17 ms | n/a fp32 MFU | 78393 tok/s
step 16/150 | loss 6.168072 (nanz)| norm 0.9022 (nanz)| lr 0.0007466666 | 6734.76 ms | n/a fp32 MFU | 78342 tok/s
step 17/150 | loss 6.112828 (nanz)| norm 1.0019 (nanz)| lr 0.0007933333 | 6738.00 ms | n/a fp32 MFU | 78295 tok/s
step 18/150 | loss 6.077202 (nanz)| norm 1.9427 (nanz)| lr 0.00083999993 | 6757.11 ms | n/a fp32 MFU | 78234 tok/s
step 19/150 | loss 6.061290 (nanz)| norm 1.3559 (nanz)| lr 0.00088666665 | 6761.65 ms | n/a fp32 MFU | 78176 tok/s
step 20/150 | loss 6.044724 (nanz)| norm 1.8318 (nanz)| lr 0.0009333333 | 6767.22 ms | n/a fp32 MFU | 78120 tok/s
step 21/150 | loss 6.151374 (nanz)| norm 2.4262 (nanz)| lr 0.0009799999 | 6765.44 ms | n/a fp32 MFU | 78071 tok/s
step 22/150 | loss 6.062775 (nanz)| norm 2.8288 (nanz)| lr 0.0010266666 | 6773.77 ms | n/a fp32 MFU | 78020 tok/s
step 23/150 | loss 6.013002 (nanz)| norm 1.8073 (nanz)| lr 0.0010733332 | 6776.74 ms | n/a fp32 MFU | 77972 tok/s
step 24/150 | loss 5.995479 (nanz)| norm 2.0450 (nanz)| lr 0.0011199999 | 6767.97 ms | n/a fp32 MFU | 77935 tok/s
step 25/150 | loss 5.926825 (nanz)| norm 1.0476 (nanz)| lr 0.0011666666 | 6769.09 ms | n/a fp32 MFU | 77901 tok/s
val loss 6.3782945
step 26/150 | loss 5.875040 (nanz)| norm 0.6688 (nanz)| lr 0.0012133332 | 6774.35 ms | n/a fp32 MFU | 77866 tok/s
step 27/150 | loss 5.884317 (nanz)| norm 1.0321 (nanz)| lr 0.0012599999 | 6772.69 ms | n/a fp32 MFU | 77835 tok/s
step 28/150 | loss 5.902735 (nanz)| norm 2.6701 (nanz)| lr 0.0013066666 | 6776.03 ms | n/a fp32 MFU | 77805 tok/s
step 29/150 | loss 7.039984 (nanz)| norm 28.4797 (nanz)| lr 0.0013533332 | 6794.56 ms | n/a fp32 MFU | 77763 tok/s
step 30/150 | loss 5.963652 (nanz)| norm 1.7186 (nanz)| lr 0.0014 | 6785.74 ms | n/a fp32 MFU | 77730 tok/s
step 31/150 | loss 5.900424 (nanz)| norm 1.7183 (nanz)| lr 0.0014 | 6777.50 ms | n/a fp32 MFU | 77707 tok/s
step 32/150 | loss 5.880635 (nanz)| norm 1.2167 (nanz)| lr 0.0013997601 | 6785.60 ms | n/a fp32 MFU | 77679 tok/s
step 33/150 | loss 5.857778 (nanz)| norm 1.0246 (nanz)| lr 0.0013990407 | 6790.55 ms | n/a fp32 MFU | 77650 tok/s
step 34/150 | loss 5.802396 (nanz)| norm 0.8779 (nanz)| lr 0.0013978421 | 6791.29 ms | n/a fp32 MFU | 77622 tok/s
step 35/150 | loss 5.813367 (nanz)| norm 1.2542 (nanz)| lr 0.0013961652 | 6801.68 ms | n/a fp32 MFU | 77589 tok/s
step 36/150 | loss 5.885975 (nanz)| norm 2.9532 (nanz)| lr 0.0013940113 | 6799.76 ms | n/a fp32 MFU | 77560 tok/s
step 37/150 | loss 5.887471 (nanz)| norm 2.0717 (nanz)| lr 0.0013913817 | 6802.37 ms | n/a fp32 MFU | 77531 tok/s
step 38/150 | loss 5.772418 (nanz)| norm 1.1038 (nanz)| lr 0.0013882784 | 6804.28 ms | n/a fp32 MFU | 77503 tok/s
step 39/150 | loss 5.795768 (nanz)| norm 1.9079 (nanz)| lr 0.0013847033 | 6807.26 ms | n/a fp32 MFU | 77475 tok/s
step 40/150 | loss 5.771121 (nanz)| norm 1.5902 (nanz)| lr 0.0013806589 | 6808.70 ms | n/a fp32 MFU | 77448 tok/s
step 41/150 | loss 5.694293 (nanz)| norm 0.7202 (nanz)| lr 0.001376148 | 6801.90 ms | n/a fp32 MFU | 77427 tok/s
step 42/150 | loss 5.685199 (nanz)| norm 1.7247 (nanz)| lr 0.0013711738 | 6810.99 ms | n/a fp32 MFU | 77401 tok/s
step 43/150 | loss 5.637561 (nanz)| norm 1.3476 (nanz)| lr 0.0013657395 | 6811.76 ms | n/a fp32 MFU | 77376 tok/s
step 44/150 | loss 5.572004 (nanz)| norm 0.6049 (nanz)| lr 0.001359849 | 6816.90 ms | n/a fp32 MFU | 77350 tok/s
step 45/150 | loss 5.588426 (nanz)| norm 1.1113 (nanz)| lr 0.0013535062 | 6817.82 ms | n/a fp32 MFU | 77325 tok/s
step 46/150 | loss 5.539005 (nanz)| norm 0.8758 (nanz)| lr 0.0013467156 | 6815.93 ms | n/a fp32 MFU | 77303 tok/s
step 47/150 | loss 5.491256 (nanz)| norm 0.6695 (nanz)| lr 0.0013394817 | 6814.24 ms | n/a fp32 MFU | 77283 tok/s
step 48/150 | loss 5.470285 (nanz)| norm 1.0222 (nanz)| lr 0.0013318097 | 6815.50 ms | n/a fp32 MFU | 77263 tok/s
step 49/150 | loss 5.431210 (nanz)| norm 0.5710 (nanz)| lr 0.0013237045 | 6820.57 ms | n/a fp32 MFU | 77241 tok/s
step 50/150 | loss 5.422641 (nanz)| norm 0.5634 (nanz)| lr 0.001315172 | 6822.30 ms | n/a fp32 MFU | 77220 tok/s
val loss 6.035093
step 51/150 | loss 5.373751 (nanz)| norm 0.5892 (nanz)| lr 0.0013062178 | 6822.33 ms | n/a fp32 MFU | 77200 tok/s
step 52/150 | loss 5.351252 (nanz)| norm 0.4630 (nanz)| lr 0.001296848 | 6823.28 ms | n/a fp32 MFU | 77181 tok/s
step 53/150 | loss 5.312317 (nanz)| norm 0.3614 (nanz)| lr 0.0012870693 | 6821.56 ms | n/a fp32 MFU | 77163 tok/s
step 54/150 | loss 5.305927 (nanz)| norm 0.4596 (nanz)| lr 0.0012768883 | 6818.43 ms | n/a fp32 MFU | 77149 tok/s
step 55/150 | loss 5.285431 (nanz)| norm 0.4754 (nanz)| lr 0.0012663119 | 6823.28 ms | n/a fp32 MFU | 77132 tok/s
step 56/150 | loss 5.229767 (nanz)| norm 0.3168 (nanz)| lr 0.0012553473 | 6826.48 ms | n/a fp32 MFU | 77115 tok/s
step 57/150 | loss 5.217136 (nanz)| norm 0.4440 (nanz)| lr 0.001244002 | 6826.40 ms | n/a fp32 MFU | 77098 tok/s
step 58/150 | loss 5.185435 (nanz)| norm 0.4077 (nanz)| lr 0.0012322841 | 6828.48 ms | n/a fp32 MFU | 77081 tok/s
step 59/150 | loss 5.182131 (nanz)| norm 0.4987 (nanz)| lr 0.0012202013 | 6827.72 ms | n/a fp32 MFU | 77066 tok/s
step 60/150 | loss 5.150124 (nanz)| norm 0.5568 (nanz)| lr 0.001207762 | 6829.72 ms | n/a fp32 MFU | 77050 tok/s
step 61/150 | loss 5.135705 (nanz)| norm 0.7149 (nanz)| lr 0.0011949748 | 6831.71 ms | n/a fp32 MFU | 77034 tok/s
step 62/150 | loss 5.121552 (nanz)| norm 0.7321 (nanz)| lr 0.0011818482 | 6830.89 ms | n/a fp32 MFU | 77019 tok/s
step 63/150 | loss 5.123155 (nanz)| norm 0.7507 (nanz)| lr 0.0011683913 | 6829.81 ms | n/a fp32 MFU | 77006 tok/s
step 64/150 | loss 5.119684 (nanz)| norm 0.9011 (nanz)| lr 0.0011546136 | 6829.96 ms | n/a fp32 MFU | 76993 tok/s
